batch_size,lr,leak_mem,num_steps,num_epochs,training_loss,testing_accuracy
64,0.05,0.99,10,10,0.007727105785161257,96.328125
64,0.05,0.99,10,25,0.0032572182280321917,97.109375
64,0.05,0.99,10,50,0.0022639158638194205,96.62109375
64,0.05,0.985,10,5,0.029393603275219598,95.09765625
64,0.05,0.985,10,10,0.009287079147994518,97.01171875
64,0.05,0.985,10,25,0.0025444071913758915,97.01171875
64,0.05,0.985,10,50,0.002147266764814655,96.81640625
64,0.05,0.98,10,5,0.025262210230032604,96.71875
64,0.05,0.98,10,10,0.007799874785045783,96.62109375
64,0.05,0.98,10,25,0.003004097101899485,97.01171875
64,0.05,0.98,10,50,0.002109277573724588,96.81640625
64,0.05,0.975,10,5,0.031075419877966245,95.9765625
64,0.05,0.975,10,10,0.010384867060929536,96.1328125
64,0.05,0.975,10,25,0.003541862139478326,96.81640625
64,0.05,0.975,10,50,0.002348864441116651,96.71875
64,0.05,0.99,20,5,0.01638272183636824,96.328125
64,0.05,0.99,20,10,0.004912604822466771,96.62109375
64,0.05,0.99,20,25,0.001479564054713895,97.3046875
64,0.05,0.99,20,50,0.0013938922543699542,97.109375
64,0.05,0.985,20,5,0.018754012166212003,95.78125
64,0.05,0.985,20,10,0.004473005260340869,96.81640625
64,0.05,0.985,20,25,0.0017358490293845534,96.9140625
64,0.05,0.985,20,50,0.0013411571905016899,96.71875
64,0.05,0.98,20,5,0.01729108203202486,96.23046875
64,0.05,0.98,20,10,0.004822410753617684,96.71875
64,0.05,0.98,20,25,0.0014445424412066737,97.20703125
64,0.05,0.98,20,50,0.001262796255449454,97.01171875
64,0.05,0.975,20,5,0.014826063183446725,97.5
64,0.05,0.975,20,10,0.004987111194680135,96.81640625
64,0.05,0.975,20,25,0.0013387616341933607,96.81640625
64,0.05,0.975,20,50,0.0014275383210430542,97.20703125
64,0.05,0.99,40,5,0.01484348252415657,97.01171875
64,0.05,0.99,40,10,0.004238079326848189,96.71875
64,0.05,0.99,40,25,0.0013862050430228313,97.3046875
64,0.05,0.99,40,50,0.0010928338281810284,97.20703125
64,0.05,0.985,40,5,0.015593086351950964,96.9140625
64,0.05,0.985,40,10,0.003412150883426269,97.40234375
64,0.05,0.985,40,25,0.0012411000585804382,97.59765625
64,0.05,0.985,40,50,0.0009526415808747212,97.5
64,0.05,0.98,40,5,0.017135020652165017,96.46484375
64,0.05,0.98,40,10,0.003536466100253165,97.40234375
64,0.05,0.98,40,25,0.0014948359398792186,97.40234375
64,0.05,0.98,40,50,0.0012121248645707964,97.109375
64,0.05,0.975,40,5,0.017073398356636366,96.71875
64,0.05,0.975,40,10,0.0046354947121193014,96.81640625
64,0.05,0.975,40,25,0.0013121691678340236,97.01171875
64,0.05,0.975,40,50,0.0012025908968256165,97.40234375
64,0.01,0.99,5,5,0.11662196238835652,92.67578125
64,0.01,0.99,5,10,0.06662697738409043,94.8046875
64,0.01,0.99,5,25,0.023722488701343535,95.9375
64,0.01,0.99,5,50,0.020527949924270313,96.46484375
64,0.01,0.985,5,5,0.11955336066087087,93.76953125
64,0.01,0.985,5,10,0.06686732097466787,94.6484375
64,0.01,0.985,5,25,0.025274783502022426,95.44921875
64,0.01,0.985,5,50,0.02011537380516529,96.23046875
64,0.01,0.98,5,5,0.12613441904385886,94.27734375
64,0.01,0.98,5,10,0.06741972092787425,95.390625
64,0.01,0.98,5,25,0.026401221012075742,95.87890625
64,0.01,0.98,5,50,0.020687344280382,96.23046875
64,0.01,0.975,5,5,0.11077243612209955,93.4375
64,0.01,0.975,5,10,0.06402987428506215,94.51171875
64,0.01,0.975,5,25,0.023950652981797854,95.390625
64,0.01,0.975,5,50,0.01927530671407779,95.83984375
64,0.01,0.99,10,5,0.06663328020771345,93.92578125
64,0.01,0.99,10,10,0.029642332057158154,96.328125
64,0.01,0.99,10,25,0.009977444746841988,95.83984375
64,0.01,0.99,10,50,0.007657152677575747,96.42578125
64,0.01,0.985,10,5,0.06756286268432934,95.0
64,0.01,0.985,10,10,0.028868841871619224,95.64453125
64,0.01,0.985,10,25,0.010072577291478714,96.71875
64,0.01,0.985,10,50,0.008900752803931634,96.03515625
64,0.01,0.98,10,5,0.06595314465959867,94.0625
64,0.01,0.98,10,10,0.031192547395825387,94.609375
64,0.01,0.98,10,25,0.011385383158922196,96.42578125
64,0.01,0.98,10,50,0.00853820601850748,96.328125
64,0.01,0.975,10,5,0.0660879724820455,94.9609375
64,0.01,0.975,10,10,0.029313733850916228,95.546875
